,id,host_since,host_neighbourhood,host_total_listings_count,neighbourhood_cleansed,neighbourhood_group_cleansed,zipcode,latitude,longitude,property_type,room_type,bed_type,square_feet,price,security_deposit,cleaning_fee,availability_365,number_of_reviews,review_scores_value,cancellation_policy,calculated_host_listings_count,geolocation,profile_pic,identity_verified,location_exact,instant_bookable,license_required,guest_pic_required,superhost,guest_phone_verification
117,18071532,2014-10-30,,1.0,Universidad,Centro,28015,40.425779627390725,-3.7119994854603,Apartment,Private room,Real Bed,,35.0,,,282,0,,flexible,1.0,"40.425779627390725, -3.7119994854603",True,True,False,True,True,False,False,False
118,8913498,2015-07-02,Sol,24.0,Sol,Centro,28013,40.41703247215506,-3.70728218012518,Apartment,Entire home/apt,Real Bed,,168.0,100.0,35.0,301,1,10.0,strict,21.0,"40.41703247215506, -3.7072821801251803",True,False,True,True,True,False,False,False
119,760104,2012-10-30,Sol,3.0,Sol,Centro,28013,40.41702436796732,-3.7065526932652295,Apartment,Entire home/apt,Real Bed,,99.0,,,319,62,9.0,strict,2.0,"40.417024367967315, -3.7065526932652295",True,True,True,False,True,False,False,False
120,10555639,2015-12-30,Sol,1.0,Sol,Centro,28013,40.4189394326398,-3.700673920380284,Apartment,Entire home/apt,Real Bed,,65.0,100.0,20.0,327,39,9.0,flexible,1.0,"40.4189394326398, -3.700673920380284",True,False,True,False,True,False,False,False
121,10717137,2016-01-20,Sol,2.0,Sol,Centro,28012,40.41706551607143,-3.7032481354084,Apartment,Entire home/apt,Real Bed,,125.0,150.0,,90,67,10.0,moderate,2.0,"40.41706551607143, -3.7032481354084",True,False,True,True,True,False,False,False
122,10914059,2015-06-13,Dreta de l'Eixample,22.0,Sol,Centro,28013,40.41966878909542,-3.701624233034315,Apartment,Entire home/apt,Real Bed,,95.0,,,332,0,,strict,13.0,"40.41966878909542, -3.701624233034315",True,True,True,True,True,False,False,False
124,7131604,2013-06-13,Justicia,5.0,Sol,Centro,28013,40.41619432585278,-3.702814566580833,Apartment,Entire home/apt,Real Bed,,69.0,100.0,30.0,321,80,9.0,strict,4.0,"40.41619432585278, -3.7028145665808325",True,True,False,True,True,False,False,False
125,16144253,2016-11-27,Sol,6.0,Sol,Centro,28013,40.41746046026665,-3.7065536748257975,Apartment,Entire home/apt,Real Bed,,39.0,,,77,12,9.0,moderate,6.0,"40.41746046026665, -3.7065536748257975",True,False,True,False,True,False,False,False
126,7192263,2015-07-02,Sol,24.0,Sol,Centro,28013,40.41718158265862,-3.70795909638614,Apartment,Entire home/apt,Real Bed,,177.0,100.0,35.0,272,26,10.0,strict,21.0,"40.41718158265862, -3.70795909638614",True,False,True,True,True,False,False,False
127,4353849,2012-02-24,Malasaña,17.0,Sol,Centro,28013,40.41772428479354,-3.700719135320293,Apartment,Entire home/apt,Real Bed,,275.0,200.0,40.0,309,1,8.0,moderate,15.0,"40.41772428479354, -3.700719135320293",True,True,True,False,True,False,False,False
128,6034687,2015-04-07,Palacio,38.0,Sol,Centro,28013,40.41843363991722,-3.7074227081526425,Apartment,Private room,Real Bed,,20.0,200.0,,10,0,,strict,38.0,"40.41843363991722, -3.7074227081526425",True,False,True,False,True,False,False,False
129,15202177,2015-03-05,Sol,18.0,Sol,Centro,28012,40.414259322253656,-3.7060047878357305,Other,Entire home/apt,Real Bed,,135.0,175.0,42.0,106,37,10.0,strict,13.0,"40.414259322253656, -3.7060047878357305",True,True,True,True,True,False,True,False
130,16444270,2011-01-27,Embajadores,3.0,Sol,Centro,28012,40.416332744253936,-3.70291875052446,Apartment,Entire home/apt,Real Bed,,110.0,300.0,50.0,354,1,10.0,flexible,3.0,"40.416332744253936, -3.7029187505244603",True,True,True,False,True,False,True,False
131,944555,2013-02-17,Sol,2.0,Sol,Centro,28013,40.41547663182744,-3.7051344640634416,Apartment,Entire home/apt,Real Bed,,63.0,,15.0,63,141,10.0,flexible,1.0,"40.41547663182744, -3.7051344640634416",True,True,True,False,True,False,True,False
132,7143136,2015-07-02,Sol,24.0,Sol,Centro,28013,40.41647109666022,-3.707022789977191,Apartment,Entire home/apt,Real Bed,,91.0,100.0,,244,1,10.0,strict,21.0,"40.41647109666022, -3.707022789977191",True,False,True,True,True,False,False,False
133,16139533,2012-12-04,Sol,3.0,Sol,Centro,28013,40.417225572477015,-3.707476330999443,Apartment,Entire home/apt,Real Bed,,120.0,,30.0,298,5,10.0,flexible,3.0,"40.417225572477015, -3.707476330999443",True,False,True,True,True,False,False,False
134,16038478,2014-12-03,Palacio,5.0,Sol,Centro,28013,40.41853658806066,-3.702550986003313,Apartment,Entire home/apt,Real Bed,,87.0,300.0,39.0,94,18,10.0,moderate,5.0,"40.41853658806066, -3.702550986003313",True,False,True,True,True,False,True,False
135,4339046,2014-09-19,Rios Rosas,164.0,Sol,Centro,28012,40.414867702662775,-3.707529145901833,Apartment,Entire home/apt,Real Bed,,130.0,200.0,60.0,298,4,8.0,strict,145.0,"40.414867702662775, -3.707529145901833",True,False,True,True,True,False,False,False
136,17934695,2015-04-12,Sol,6.0,Sol,Centro,28012,40.41574722664916,-3.701694904557161,Apartment,Private room,Real Bed,,39.0,100.0,30.0,143,0,,flexible,2.0,"40.41574722664916, -3.7016949045571605",True,True,True,False,True,False,False,False
137,16198203,2013-10-07,Embajadores,15.0,Sol,Centro,28012,40.41485865476473,-3.704459048014035,Apartment,Entire home/apt,Real Bed,,70.0,150.0,45.0,41,8,9.0,strict,15.0,"40.41485865476473, -3.704459048014035",True,True,True,True,True,False,False,False
138,16259768,2012-12-03,Sol,1.0,Sol,Centro,28013,40.41848548900796,-3.703397358291018,Apartment,Entire home/apt,Real Bed,,82.0,92.0,30.0,63,2,10.0,moderate,1.0,"40.418485489007956, -3.703397358291018",True,True,True,False,True,False,False,False
139,4302977,2013-08-20,Sol,11.0,Sol,Centro,28013,40.41944865959525,-3.7006909012433176,Apartment,Entire home/apt,Real Bed,,69.0,100.0,20.0,275,162,10.0,moderate,7.0,"40.419448659595254, -3.7006909012433176",True,True,True,True,True,False,False,False
140,4402508,2014-07-21,Sol,7.0,Sol,Centro,28013,40.41885700415767,-3.7036685475403055,Condominium,Private room,Real Bed,,20.0,,10.0,21,127,9.0,strict,7.0,"40.41885700415767, -3.7036685475403055",True,True,True,False,True,False,False,False
141,16188253,2016-11-30,,1.0,Sol,Centro,28005,40.41535653035846,-3.703123623386508,Apartment,Entire home/apt,Real Bed,,45.0,100.0,20.0,57,4,9.0,moderate,1.0,"40.41535653035846, -3.7031236233865075",True,False,False,True,True,False,False,False
142,1086861,2013-04-17,Imperial,1.0,Imperial,Arganzuela,28005,40.41283128396538,-3.717930880399834,House,Private room,Real Bed,,22.0,,10.0,280,36,9.0,moderate,1.0,"40.41283128396538, -3.717930880399834",True,False,True,False,True,False,False,False
143,15855225,2016-11-06,,2.0,Imperial,Arganzuela,28005,40.411960322558045,-3.7204053635112606,Apartment,Private room,Real Bed,,23.0,,10.0,72,3,9.0,moderate,2.0,"40.411960322558045, -3.7204053635112606",True,False,False,False,True,False,False,False
144,11254051,2016-01-09,,1.0,Imperial,Arganzuela,28005,40.40559859573052,-3.712660345505284,Apartment,Entire home/apt,Real Bed,,110.0,200.0,25.0,254,95,10.0,moderate,1.0,"40.40559859573052, -3.712660345505284",True,True,False,True,True,False,True,False
146,15642904,2015-02-16,,1.0,Acacias,Arganzuela,28005,40.40479531163243,-3.710049498585271,Apartment,Entire home/apt,Real Bed,,60.0,,10.0,212,8,9.0,strict,1.0,"40.40479531163243, -3.710049498585271",True,True,False,False,True,False,False,False
147,1335752,2013-07-02,Acacias,1.0,Acacias,Arganzuela,28005,40.40512862623406,-3.7077258169302967,Apartment,Entire home/apt,Real Bed,538.0,60.0,100.0,,281,7,10.0,moderate,1.0,"40.40512862623406, -3.7077258169302967",True,True,True,False,True,False,False,False
148,12208039,2015-08-19,Acacias,3.0,Acacias,Arganzuela,28005,40.40173131808738,-3.7058038103572906,Apartment,Private room,Real Bed,,30.0,,,0,0,,flexible,3.0,"40.40173131808738, -3.7058038103572906",True,True,True,False,True,False,False,False
149,15911968,2016-11-08,Arganzuela,3.0,Acacias,Arganzuela,28005,40.40469941109771,-3.7072305396706335,Apartment,Private room,Real Bed,,22.0,100.0,,288,4,9.0,moderate,3.0,"40.40469941109771, -3.7072305396706335",True,False,True,False,True,False,True,False
150,15019446,2013-10-20,,1.0,Acacias,Arganzuela,28005,40.40128802666853,-3.7022358354030342,Apartment,Entire home/apt,Real Bed,,60.0,300.0,70.0,9,6,10.0,moderate,1.0,"40.401288026668524, -3.7022358354030347",True,True,True,False,True,False,False,False
151,13829247,2016-04-10,Acacias,3.0,Acacias,Arganzuela,28005,40.40248852546486,-3.707082800522683,Apartment,Entire home/apt,Real Bed,,140.0,200.0,40.0,0,5,10.0,strict,1.0,"40.40248852546486, -3.707082800522683",True,True,True,False,True,False,True,False
152,14378396,2016-08-06,La Chopera,1.0,Chopera,Arganzuela,28045,40.39091160989936,-3.69600531167832,Apartment,Private room,Real Bed,,19.0,,,354,7,8.0,flexible,1.0,"40.390911609899355, -3.69600531167832",True,False,True,True,True,False,False,False
153,2073058,2012-08-16,La Chopera,1.0,Chopera,Arganzuela,28045,40.396748541425794,-3.698464786683197,Apartment,Private room,Real Bed,,50.0,,,365,16,10.0,strict,1.0,"40.396748541425794, -3.6984647866831972",True,True,True,False,True,False,False,False
154,13429956,2016-06-08,,1.0,Chopera,Arganzuela,28045,40.39315068156361,-3.701238959922492,Apartment,Private room,Real Bed,,23.0,,,83,0,,flexible,1.0,"40.39315068156361, -3.701238959922492",True,False,False,True,True,False,False,False
155,11218525,2013-03-29,La Chopera,4.0,Chopera,Arganzuela,28045,40.394055973668586,-3.7002547313428,Apartment,Private room,Real Bed,,17.0,,10.0,194,29,9.0,moderate,4.0,"40.394055973668586, -3.7002547313427994",True,False,True,False,True,False,False,False
156,13745484,2015-05-25,Legazpi,2.0,Legazpi,Arganzuela,28045,40.38835160694829,-3.691958604106545,Apartment,Private room,Real Bed,,38.0,150.0,,179,0,,flexible,2.0,"40.388351606948284, -3.6919586041065453",True,True,True,False,True,False,False,False
157,13647904,2014-01-25,,1.0,Delicias,Arganzuela,28045,40.3946892547262,-3.693656986799777,Apartment,Private room,Real Bed,,22.0,,,364,1,10.0,flexible,1.0,"40.394689254726195, -3.6936569867997773",True,False,False,False,True,False,False,False
158,2010818,2013-11-30,Delicias,1.0,Delicias,Arganzuela,28045,40.39826167625485,-3.695089591534874,Apartment,Entire home/apt,Real Bed,,55.0,,,154,137,10.0,moderate,1.0,"40.39826167625485, -3.695089591534874",True,False,True,True,True,False,True,False
159,16810981,2017-01-16,,1.0,Delicias,Arganzuela,28045,40.40007424603208,-3.6950659320009858,Apartment,Entire home/apt,Real Bed,,90.0,,35.0,313,6,10.0,moderate,1.0,"40.400074246032084, -3.6950659320009858",True,False,False,True,True,False,False,False
160,17782787,2017-03-15,,1.0,Palos de Moguer,Arganzuela,28045,40.40619440532628,-3.6965853979811216,Apartment,Entire home/apt,Real Bed,,65.0,,10.0,211,1,10.0,moderate,1.0,"40.40619440532628, -3.6965853979811216",True,False,False,False,True,False,False,False
161,14814643,2016-06-11,,1.0,Palos de Moguer,Arganzuela,28012,40.40601688492645,-3.694303126935128,Apartment,Private room,Real Bed,,45.0,,,90,0,,flexible,1.0,"40.40601688492645, -3.694303126935128",True,False,False,False,True,False,False,False
162,13140785,2015-09-07,,1.0,Palos de Moguer,Arganzuela,28045,40.403805736835615,-3.6928700709489175,House,Entire home/apt,Real Bed,,60.0,100.0,15.0,173,3,9.0,moderate,1.0,"40.403805736835615, -3.6928700709489175",True,False,False,False,True,False,False,False
163,2597023,2014-03-12,Palos do Moguer,1.0,Palos de Moguer,Arganzuela,28012,40.40420631492252,-3.6964338722792167,Apartment,Entire home/apt,Real Bed,,75.0,,30.0,284,27,9.0,moderate,1.0,"40.40420631492252, -3.6964338722792167",True,True,True,False,True,False,False,False
164,11657029,2015-11-19,Ciudad Lineal,2.0,Palos de Moguer,Arganzuela,28045,40.40179463723263,-3.69223400497245,Apartment,Entire home/apt,Real Bed,,49.0,,10.0,316,95,9.0,strict,2.0,"40.40179463723263, -3.69223400497245",True,True,True,True,True,False,False,False
165,11641374,2015-12-26,,2.0,Palos de Moguer,Arganzuela,28045,40.40257042215785,-3.695889181973992,Apartment,Private room,Real Bed,,45.0,,15.0,337,1,8.0,moderate,2.0,"40.40257042215785, -3.6958891819739916",True,False,False,True,True,False,True,False
167,2207960,2014-01-13,Palos do Moguer,1.0,Palos de Moguer,Arganzuela,28045,40.40466423907899,-3.696638982098909,Apartment,Private room,Real Bed,,28.0,120.0,5.0,362,42,10.0,moderate,1.0,"40.40466423907899, -3.696638982098909",True,False,True,False,True,False,False,False
168,12016892,2015-03-02,,2.0,Palos de Moguer,Arganzuela,28045,40.40237320391058,-3.689380653152561,Apartment,Entire home/apt,Real Bed,,40.0,,,74,9,10.0,moderate,2.0,"40.40237320391058, -3.6893806531525613",True,False,False,False,True,False,False,False
169,14082107,2016-07-19,Pacifico,4.0,Pacífico,Retiro,28007,40.40306561839686,-3.6814146480942367,Apartment,Private room,Real Bed,,27.0,100.0,5.0,126,0,,moderate,4.0,"40.40306561839686, -3.6814146480942367",True,False,True,False,True,False,False,False
170,11737749,2012-02-07,Pacifico,10.0,Pacífico,Retiro,28007,40.404869973870376,-3.676198550634636,Apartment,Private room,Real Bed,,18.0,,10.0,137,15,9.0,moderate,9.0,"40.404869973870376, -3.676198550634636",True,False,False,False,True,False,False,False
171,15508286,2016-08-02,Sol,2.0,Pacífico,Retiro,28007,40.40261902827803,-3.6827783935896905,Apartment,Entire home/apt,Real Bed,,78.0,100.0,30.0,108,21,9.0,strict,2.0,"40.40261902827803, -3.6827783935896905",True,True,False,True,True,False,False,False
172,18028886,2015-04-25,Pacifico,4.0,Pacífico,Retiro,28007,40.40298392689623,-3.676512530171832,Apartment,Entire home/apt,Real Bed,,49.0,,15.0,288,0,,strict,3.0,"40.40298392689623, -3.6765125301718324",True,True,True,True,True,False,False,False
173,16891684,2015-06-09,Pacifico,4.0,Pacífico,Retiro,28007,40.40434475860528,-3.6745934395002022,Apartment,Private room,Real Bed,,30.0,,,224,1,10.0,flexible,4.0,"40.404344758605276, -3.6745934395002027",True,False,True,True,True,False,False,False
175,17033161,2014-02-17,,2.0,Estrella,Retiro,28007,40.41956679445455,-3.664913727045007,Apartment,Private room,Real Bed,,28.0,,,144,1,10.0,flexible,2.0,"40.41956679445455, -3.664913727045007",True,True,False,True,True,False,False,False
176,12204859,2012-12-17,Moratalaz,6.0,Estrella,Retiro,28009,40.41187539923416,-3.66957098362788,Apartment,Entire home/apt,Real Bed,,140.0,100.0,50.0,316,8,10.0,strict,5.0,"40.41187539923416, -3.66957098362788",True,True,True,False,True,False,False,False
177,6568035,2014-06-19,Ibiza,1.0,Ibiza,Retiro,28009,40.42032673323528,-3.675167199501826,Condominium,Entire home/apt,Real Bed,,95.0,,20.0,110,50,10.0,flexible,1.0,"40.42032673323528, -3.6751671995018254",True,True,True,False,True,False,True,False
178,12787732,2016-04-16,Jerónimos,1.0,Jerónimos,Retiro,28014,40.40812854979748,-3.684410317481149,Apartment,Entire home/apt,Real Bed,,65.0,,,317,20,9.0,flexible,1.0,"40.40812854979748, -3.684410317481149",True,False,True,True,True,False,False,False
180,7268832,2015-07-10,Jerónimos,3.0,Jerónimos,Retiro,28014,40.41320944133764,-3.689551878750387,Apartment,Entire home/apt,Real Bed,,130.0,,,355,4,8.0,flexible,3.0,"40.41320944133764, -3.689551878750387",True,True,True,False,True,False,False,False
181,14435238,2016-05-26,Pacifico,4.0,Jerónimos,Retiro,28014,40.41462829507097,-3.6913470483552295,Other,Entire home/apt,Real Bed,,100.0,300.0,,47,16,10.0,moderate,4.0,"40.41462829507097, -3.6913470483552295",True,True,True,True,True,False,False,False
184,11382556,2016-02-21,Cortes,1.0,Cortes,Centro,28014,40.41297949958444,-3.699493855319904,Apartment,Entire home/apt,Real Bed,,45.0,,,0,0,,flexible,1.0,"40.41297949958444, -3.699493855319904",True,False,True,False,True,False,False,False
185,3187475,2014-02-06,Cortes,15.0,Cortes,Centro,28012,40.41462741795112,-3.7013024142137225,Apartment,Entire home/apt,Real Bed,,98.0,,,195,0,,strict,15.0,"40.414627417951124, -3.7013024142137225",True,True,True,True,True,False,False,False
186,8394827,2015-03-31,Cortes,3.0,Cortes,Centro,28014,40.41252166621581,-3.695829640146387,Apartment,Entire home/apt,Real Bed,,45.0,100.0,30.0,216,64,9.0,strict,3.0,"40.41252166621581, -3.695829640146387",True,False,True,False,True,False,False,False
187,4692716,2014-09-19,Rios Rosas,164.0,Cortes,Centro,28014,40.41170071869479,-3.6963583293934663,Apartment,Entire home/apt,Real Bed,,100.0,200.0,50.0,328,2,10.0,strict,145.0,"40.41170071869479, -3.6963583293934668",True,False,True,True,True,False,False,False
188,169719,2011-07-11,Aluche,9.0,Cortes,Centro,28014,40.41515253308008,-3.700027336078485,Apartment,Private room,Real Bed,,20.0,,12.0,341,57,8.0,moderate,9.0,"40.415152533080075, -3.7000273360784854",True,True,True,False,True,False,False,False
189,15576089,2016-10-10,Goya,16.0,Cortes,Centro,28014,40.414059795622926,-3.6963238411234793,Apartment,Entire home/apt,Real Bed,,82.0,150.0,49.0,240,6,9.0,strict,9.0,"40.414059795622926, -3.6963238411234793",True,False,True,True,True,False,True,False
190,10681391,2016-01-18,,1.0,Justicia,Centro,28004,40.42106823589967,-3.7003911654049735,Apartment,Private room,Real Bed,,45.0,,15.0,342,12,9.0,strict,1.0,"40.42106823589967, -3.7003911654049735",True,False,False,False,True,False,False,False
191,17923397,2016-02-06,Justicia,2.0,Justicia,Centro,28004,40.42195704822832,-3.700187190605116,Apartment,Entire home/apt,Real Bed,,100.0,,,2,0,,flexible,2.0,"40.42195704822832, -3.700187190605116",True,False,False,True,True,False,False,False
192,17260294,2016-01-12,L'Antiga Esquerra de l'Eixample,207.0,Justicia,Centro,28004,40.42265601959272,-3.6948963191550135,Apartment,Entire home/apt,Real Bed,,149.0,150.0,35.0,248,4,10.0,strict,67.0,"40.42265601959272, -3.6948963191550135",True,True,True,True,True,False,False,False
193,12867463,2016-04-28,Justicia,3.0,Justicia,Centro,28004,40.42351467045216,-3.6976709985603904,Apartment,Private room,Real Bed,,60.0,,,307,8,9.0,flexible,2.0,"40.42351467045216, -3.6976709985603904",True,False,True,False,True,False,False,False
194,15975417,2016-10-18,,1.0,Justicia,Centro,28004,40.4228756108208,-3.6987483063199416,Apartment,Entire home/apt,Real Bed,,70.0,,15.0,318,11,10.0,flexible,1.0,"40.422875610820796, -3.6987483063199416",True,False,False,False,True,False,False,False
195,10068669,2015-11-12,Embajadores,3.0,Justicia,Centro,28004,40.42624479513018,-3.7002991032885024,Apartment,Entire home/apt,Real Bed,,35.0,100.0,30.0,263,39,9.0,strict,3.0,"40.42624479513018, -3.7002991032885024",True,True,True,False,True,False,False,False
